player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Micky Van de Ven,Spurs,DEF,4.6,65,0,4.1,27.3,3,0,1429,5,21,0,0,0,0,4,0,5,316.4,58.5,133.0,50.8,1.2,2,0.3,14.1,2737025,2593158,9125,50482,0.1,-0.1,0.0,0.0,1.99,0.29,2.28,20.64,16,17,76,57,93,5.86,,70,30,250,74,113,17,118,41,,,,,,,0.13,0.0,0.02,0.15,1.3,1.32,389,72,273,100,73,31,11,3,1.01,0.31
Cody Gakpo,Liverpool,MID,7.3,65,0,4.3,5.6,4,3,1136,4,19,0,0,0,0,0,0,5,270.0,366.5,365.0,100.3,3.2,1,0.4,8.9,3109510,3500707,105,26127,-0.2,0.2,0.0,0.0,4.05,2.76,6.81,13.42,13,10,18,38,66,5.23,Muscle injury - Unknown return date,107,35,19,19,16,8,19,15,3.0,,,,2.0,,0.32,0.0,0.22,0.54,1.06,1.51,26,17,116,55,64,28,73,24,1.03,0.32
Elliot Anderson,Nott'm Forest,MID,5.4,65,0,4.1,4.8,1,2,1440,3,25,0,0,0,0,3,0,4,345.8,456.9,140.0,94.6,4.0,0,0.7,12.0,782427,904989,5256,9638,-0.1,0.1,0.0,0.0,1.79,1.71,3.5,22.07,16,43,32,132,207,12.94,,42,10,7,7,106,63,24,19,2.0,,,,4.0,,0.11,0.0,0.11,0.22,1.38,1.56,165,102,62,29,75,32,79,26,1.0,0.19
Richarlison Richarlison,Spurs,FWD,6.4,65,4,3.8,7.9,7,2,983,3,17,0,0,0,0,4,0,9,318.4,103.4,353.0,77.5,3.5,1,0.5,10.2,2789791,2563545,12726,18085,-0.1,0.1,0.0,0.0,3.59,0.7,4.29,14.96,10,12,29,29,70,6.41,,65,7,169,14,20,10,40,8,,,,,3.0,,0.33,0.0,0.06,0.39,1.37,1.56,61,22,97,9,95,8,53,9,0.92,0.27
Jean-Philippe Mateta,Crystal Palace,FWD,7.8,65,2,3.8,14.7,7,0,1374,7,14,0,0,0,0,2,0,6,340.4,96.4,541.0,97.7,2.5,1,0.3,8.3,4569371,3924610,5433,102316,0.3,-0.3,0.0,0.0,10.18,0.86,11.04,16.84,17,6,37,35,78,5.11,,47,3,179,16,2,2,21,5,,,,,2.0,,0.67,0.0,0.06,0.73,1.1,0.92,18,6,156,17,96,9,25,6,1.11,0.46
Dean Henderson,Crystal Palace,GKP,5.1,64,0,3.8,8.8,0,0,1530,7,19,0,0,0,41,2,0,2,334.4,10.0,0.0,34.3,3.2,1,0.6,12.5,788321,580844,2758,13810,0.1,-0.1,0.0,0.0,0.0,0.08,0.08,21.43,17,0,20,132,0,0.0,,55,11,382,11,734,83,219,12,,,,,,,0.0,2.41,0.0,0.0,1.26,1.12,230,8,108,10,91,10,49,7,1.0,0.41
James Garner,Everton,MID,5.0,64,4,3.8,0.6,1,2,1523,6,20,0,0,0,0,4,0,5,332.6,306.6,123.0,76.3,3.7,0,0.7,12.8,186634,143987,3841,782,0.0,0.0,0.0,0.0,1.21,1.68,2.89,24.57,17,38,64,75,177,10.46,,58,15,35,33,121,71,42,32,3.0,,3.0,,,,0.07,0.0,0.1,0.17,1.45,1.18,253,157,82,36,89,40,241,85,1.0,0.35
Virgil Virgil,Liverpool,DEF,5.9,64,2,3.8,23.8,0,0,1530,5,25,0,0,0,0,3,0,4,495.4,93.0,118.0,70.5,3.8,0,0.6,10.8,2246658,2540574,35354,12874,-0.1,0.1,0.0,0.0,0.78,0.34,1.12,20.73,17,11,168,35,179,10.53,,4,2,184,45,131,22,53,7,,,,,,,0.05,0.0,0.02,0.07,1.22,1.47,93,5,79,33,93,36,13,4,1.0,0.29
Mohamed M.Salah,Liverpool,MID,14.0,64,0,4.6,15.4,4,3,1183,4,21,0,0,0,0,1,0,5,283.2,454.7,408.0,114.6,1.7,0,0.1,4.6,1266283,5682214,46,28762,-0.5,0.5,0.0,0.0,4.65,2.42,7.07,16.56,12,3,5,39,47,3.58,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,96,30,8,8,8,3,6,5,,,4.0,,1.0,,0.35,0.0,0.18,0.53,1.26,1.6,2,1,232,108,45,18,23,9,0.91,0.3
Dango O.Dango,Brentford,MID,6.0,64,0,4.3,0.8,3,4,1061,3,15,0,0,0,0,3,0,6,183.6,96.5,309.0,58.4,4.2,2,0.7,10.7,447247,382572,34,9772,0.0,0.0,0.0,0.0,3.56,0.66,4.22,14.32,12,11,40,46,97,8.23,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,182,73,178,119,27,15,90,55,2.0,,,,,,0.3,0.0,0.06,0.36,1.21,1.27,91,59,54,23,62,26,209,75,1.02,0.25
Omar Alderete,Sunderland,DEF,4.0,63,6,4.8,4.9,1,1,1117,5,12,0,0,0,0,2,0,5,337.6,58.7,168.0,56.6,3.0,1,0.8,15.8,1045438,602259,23079,1560,0.0,0.0,0.0,0.0,0.93,0.58,1.51,16.2,12,14,104,36,118,9.51,,49,23,248,73,82,8,94,24,,,,,,,0.07,0.0,0.05,0.12,1.31,0.97,634,163,118,42,27,12,78,26,0.97,0.4
Dominik Szoboszlai,Liverpool,MID,6.7,63,1,3.7,5.4,2,1,1522,5,25,0,0,0,0,5,0,8,370.8,550.7,186.0,110.8,3.2,1,0.5,9.4,1156446,849390,7751,51404,0.2,-0.2,0.0,0.0,2.12,2.47,4.59,20.51,17,28,49,94,171,10.11,Suspended until 01 Jan,33,8,2,2,70,43,8,7,2.0,,2.0,,,,0.13,0.0,0.15,0.28,1.21,1.48,47,30,115,54,103,44,74,25,1.01,0.3
Leandro Trossard,Arsenal,MID,6.9,62,3,4.8,0.9,4,3,871,5,6,0,0,0,0,0,0,6,253.8,231.6,275.0,76.1,3.7,1,0.5,9.0,201110,147496,5002,2587,-0.1,0.1,0.0,0.0,2.92,1.48,4.4,4.45,9,9,8,36,53,5.48,,118,42,58,47,37,22,43,33,,,,,4.0,,0.3,0.0,0.15,0.45,0.46,0.62,41,25,90,41,33,13,192,64,0.93,0.52
Ibrahima Konaté,Liverpool,DEF,5.4,62,1,3.6,3.2,0,0,1426,5,22,0,0,0,0,4,0,5,367.8,82.9,69.0,52.2,3.8,0,0.7,11.5,407393,448256,18184,2685,-0.1,0.1,0.0,0.0,0.81,0.41,1.22,18.16,17,29,123,50,152,9.59,,34,15,203,51,212,56,107,33,,,,,,,0.05,0.0,0.03,0.08,1.15,1.39,161,19,77,32,108,41,99,38,1.07,0.32
Moisés Caicedo,Chelsea,MID,5.7,61,3,4.7,8.9,3,1,1072,4,14,0,0,0,0,3,1,9,317.8,138.1,60.0,51.3,0.2,1,0.0,10.7,3027312,2823203,10547,10692,0.2,-0.2,0.0,0.0,0.62,0.75,1.37,15.75,12,37,51,70,158,13.26,,67,20,126,92,236,129,114,63,,,,,,,0.05,0.0,0.06,0.11,1.32,1.18,122,77,405,193,38,14,47,18,1.01,0.34
Adrien Truffert,Bournemouth,DEF,4.5,61,5,3.6,2.4,0,1,1502,5,27,0,0,0,0,3,0,7,358.4,276.4,75.0,70.9,2.7,0,0.6,13.6,454164,253546,2974,3330,0.0,0.0,0.0,0.0,0.23,1.04,1.27,22.16,17,42,93,86,135,8.09,,37,17,39,4,195,44,50,5,,,,,,,0.01,0.0,0.06,0.07,1.33,1.62,435,90,137,51,104,39,121,46,1.02,0.3
Jaidon Anthony,Burnley,MID,5.2,60,2,3.5,2.4,4,2,1122,3,23,0,0,0,0,3,0,5,261.6,203.6,245.0,70.9,1.8,2,0.3,11.5,1177901,976325,1059,5659,-0.3,0.3,0.0,0.0,2.49,1.24,3.73,24.72,14,19,22,57,98,7.86,,115,40,75,56,46,30,51,36,2.0,,,,,,0.2,0.0,0.1,0.3,1.98,1.84,216,133,208,94,114,51,122,41,1.12,0.24
Guglielmo Vicario,Spurs,GKP,4.9,60,1,3.5,7.2,0,0,1530,5,23,0,0,0,49,0,0,5,409.2,0.1,0.0,41.0,2.2,0,0.4,12.2,1259260,1113483,916,11485,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,22.68,17,0,24,136,0,0.0,,19,4,440,14,702,78,175,5,,,,,,,0.0,2.88,0.0,0.0,1.33,1.35,295,11,181,14,112,12,58,9,1.0,0.29
Enzo E.Le Fée,Sunderland,MID,4.9,60,2,3.8,0.7,2,3,1215,5,14,0,0,0,0,4,0,6,272.2,329.5,101.0,70.3,4.3,2,0.9,12.2,135178,90219,6744,1472,-0.1,0.1,0.0,0.0,2.22,1.57,3.79,17.59,14,34,28,58,120,8.89,,104,33,27,26,159,92,54,37,3.0,,2.0,,2.0,,0.16,0.0,0.12,0.28,1.3,1.04,327,202,45,19,88,39,211,76,1.04,0.37
Cristian Romero,Spurs,DEF,5.0,59,0,4.2,4.1,2,1,1187,4,17,0,0,0,0,7,1,7,351.2,52.7,117.0,52.0,4.2,2,0.8,11.8,833631,879318,1902,25818,0.0,0.0,0.0,0.0,0.76,0.29,1.05,17.8,13,33,87,50,120,9.1,Suspended until 01 Jan,39,18,262,80,135,24,109,35,,,,,,,0.06,0.0,0.02,0.08,1.35,1.29,251,39,53,21,66,27,91,31,0.99,0.3
Danny Welbeck,Brighton,FWD,6.4,59,0,3.7,6.4,7,0,984,3,16,0,0,1,0,2,0,8,265.6,137.7,287.0,68.6,2.3,2,0.4,9.2,1744958,1515235,894,89194,-0.1,0.1,-0.1,0.1,5.55,0.59,6.14,13.74,11,9,14,21,44,4.02,Back injury - 75% chance of playing,113,10,127,6,33,14,61,11,,,2.0,,2.0,,0.51,0.0,0.05,0.56,1.26,1.46,59,20,172,21,102,10,68,13,1.01,0.27
Jérémy Doku,Man City,MID,6.5,59,0,3.9,4.4,1,6,935,5,9,0,0,0,0,0,0,6,267.4,496.4,314.0,107.7,2.5,1,0.4,9.1,2051406,1748185,194,66279,0.0,0.0,0.0,0.0,1.47,3.63,5.1,10.44,11,10,7,41,58,5.58,Leg injury - Expected back 01 Jan,109,36,5,5,26,14,13,11,,,,,3.0,,0.14,0.0,0.35,0.49,1.0,0.87,50,33,155,70,84,37,88,30,1.06,0.48
Martín Zubimendi,Arsenal,MID,5.2,59,3,3.5,2.2,2,1,1410,9,9,0,0,0,0,3,0,4,261.6,228.2,85.0,57.6,1.8,1,0.3,11.3,674032,706708,2908,3563,-0.3,0.3,0.0,0.0,0.73,1.12,1.85,9.28,16,26,56,50,132,8.43,,116,41,62,48,182,107,91,56,,,,,,,0.05,0.0,0.07,0.12,0.59,0.57,218,135,209,95,115,52,124,42,1.02,0.57
Morgan Gibbs-White,Nott'm Forest,MID,7.3,58,0,3.6,2.9,3,1,1350,3,22,0,0,0,0,0,0,4,225.2,295.4,289.0,80.6,3.0,0,0.4,7.9,604705,885796,1385,5345,-0.2,0.2,0.0,0.0,3.75,1.23,4.98,21.29,15,8,21,41,70,4.67,,144,57,36,34,32,19,35,26,,,2.0,,2.0,,0.25,0.0,0.08,0.33,1.42,1.47,24,15,126,59,110,48,106,33,1.0,0.2
Mats Wieffer,Brighton,MID,4.9,57,1,3.8,0.4,0,4,1134,3,16,0,0,0,0,4,0,3,287.2,218.3,120.0,62.7,3.5,0,0.7,11.6,75466,39883,878,1257,-0.1,0.1,0.0,0.0,0.97,1.46,2.43,15.43,13,45,63,65,173,13.73,,89,27,68,51,127,74,79,49,,,,,,,0.08,0.0,0.12,0.2,1.22,1.27,325,200,93,42,87,38,281,96,1.03,0.24
Gianluigi Donnarumma,Man City,GKP,5.7,57,7,4.1,10.2,0,0,1260,7,12,0,1,0,29,4,0,0,239.0,0.0,0.0,24.0,4.3,0,0.8,10.0,1679909,719873,11866,7128,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,15.02,14,0,22,87,0,0.0,,128,17,757,88,755,87,271,17,,,,,,,0.0,2.07,0.0,0.0,1.07,0.86,116,2,48,4,78,7,41,5,1.0,0.5
Emiliano Martinez,Aston Villa,GKP,5.1,57,3,4.4,3.1,0,0,1170,4,10,0,1,0,39,1,0,3,306.6,3.0,0.0,30.8,2.8,2,0.5,11.2,525616,370615,815,9027,0.1,-0.1,0.0,0.0,0.0,0.03,0.03,15.92,13,0,11,113,0,0.0,Back injury - 75% chance of playing,80,15,405,12,733,82,236,15,,,,,,,0.0,3.0,0.0,0.0,1.22,0.77,228,7,131,12,52,4,100,15,1.0,0.31
Tijjani Reijnders,Man City,MID,5.2,57,8,3.6,11.7,3,2,1096,5,13,0,0,0,0,2,0,3,234.4,223.7,278.0,73.0,3.8,1,0.7,11.0,3236242,4381930,16430,7499,-0.3,0.3,0.0,0.0,2.9,1.41,4.31,13.65,13,8,21,38,67,5.5,,133,49,66,50,36,21,47,35,3.0,,,,,,0.24,0.0,0.12,0.36,1.12,1.07,213,132,74,32,106,46,32,13,1.07,0.41
Bart Verbruggen,Brighton,GKP,4.4,56,11,3.3,5.3,0,0,1530,4,23,1,1,0,49,2,0,3,441.6,10.0,0.0,45.1,5.0,1,1.1,12.7,402995,586648,9187,3088,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,22.64,17,1,9,165,0,0.0,,10,3,376,6,588,64,149,2,,,,,,,0.0,2.88,0.0,0.0,1.33,1.35,518,26,20,1,129,14,75,13,1.0,0.24
Joe Rodon,Leeds,DEF,4.0,56,2,3.3,5.3,2,0,1530,2,31,0,0,0,0,1,0,5,415.8,58.4,154.0,62.9,1.7,1,0.4,14.0,917177,536520,4782,4570,0.0,0.0,-0.1,0.1,0.93,0.15,1.08,24.43,17,18,129,50,147,8.65,,16,7,251,75,92,10,77,17,,,,,,,0.05,0.0,0.01,0.06,1.44,1.82,635,164,218,75,127,47,76,25,1.0,0.12
Alex Iwobi,Fulham,MID,6.3,56,0,3.5,0.9,2,2,1329,3,24,0,0,0,0,2,0,5,264.8,361.1,146.0,77.3,2.7,1,0.4,8.9,276476,359902,27,4525,-0.2,0.2,-0.1,0.1,0.76,2.09,2.85,20.36,16,18,18,63,99,6.7,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,114,39,20,20,100,60,41,31,5.0,,,,,,0.05,0.0,0.14,0.19,1.38,1.63,68,44,147,66,117,53,190,63,1.08,0.2
Ryan Sessegnon,Fulham,MID,5.4,56,0,4.3,0.2,2,2,1106,3,21,0,0,0,0,0,0,5,246.2,106.7,122.0,47.4,1.5,1,0.3,10.4,138160,123588,8,1911,-0.1,0.1,0.0,0.0,0.85,0.85,1.7,16.26,13,26,61,44,131,10.66,Hamstring injury - Unknown return date,125,45,165,113,125,73,138,73,,,,,,,0.07,0.0,0.07,0.14,1.32,1.71,160,100,243,113,61,25,354,117,1.06,0.24
Trai Hume,Sunderland,DEF,4.5,56,10,3.3,0.3,0,1,1381,5,15,0,0,0,0,3,0,4,248.8,189.4,66.0,50.5,2.5,1,0.6,12.4,57578,50920,938,173,0.0,0.0,0.0,0.0,0.55,0.82,1.37,20.07,15,37,69,46,106,6.91,,122,53,83,21,218,58,122,44,2.0,,,,,,0.04,0.0,0.05,0.09,1.31,0.98,430,88,149,56,132,50,302,111,0.98,0.33
Joachim Andersen,Fulham,DEF,4.6,56,0,3.7,6.7,0,0,1301,3,23,0,0,0,0,1,0,4,376.8,67.2,62.0,50.6,2.8,1,0.6,12.2,1003729,504525,4283,4831,0.1,-0.1,0.0,0.0,0.54,1.19,1.73,18.62,15,21,140,58,161,11.14,,31,14,233,66,228,61,121,43,,,,,,,0.04,0.0,0.08,0.12,1.29,1.59,383,68,127,47,97,38,63,22,1.04,0.21
Amad Amad,Man Utd,MID,6.3,56,0,3.7,1.1,2,4,1203,2,18,0,0,0,0,1,0,6,287.2,392.2,301.0,98.2,3.2,0,0.5,8.9,235751,447847,103,5108,-0.2,0.2,0.0,0.0,3.58,2.78,6.36,15.45,14,22,26,59,107,8.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,90,28,17,17,29,16,20,16,,,,,,,0.27,0.0,0.21,0.48,1.16,1.35,72,48,112,52,101,43,174,56,1.05,0.15
Caoimhín Kelleher,Brentford,GKP,4.5,56,13,3.3,8.2,0,0,1530,3,25,0,2,0,44,1,0,2,380.4,10.0,0.0,39.2,4.0,1,0.9,12.4,498037,709801,9334,3596,0.0,0.0,0.0,0.0,0.0,0.02,0.02,22.42,17,1,24,128,0,0.0,,29,7,377,7,616,68,181,7,,,,,,,0.0,2.59,0.0,0.0,1.32,1.47,406,23,58,5,131,15,50,8,1.0,0.18
Brenden Aaronson,Leeds,MID,5.4,55,6,3.4,0.1,1,5,907,3,14,0,0,0,0,1,0,3,190.4,177.5,225.0,59.3,2.3,1,0.4,10.2,34130,31213,612,215,-0.1,0.1,0.0,0.0,2.07,1.47,3.54,12.57,10,26,15,48,89,8.83,,174,70,89,64,59,36,87,53,,,,,,,0.21,0.0,0.15,0.36,1.25,1.39,167,104,169,74,124,55,440,146,0.99,0.3
Đorđe Petrović,Bournemouth,GKP,4.5,55,2,3.2,5.6,0,0,1530,5,29,0,0,0,49,1,0,1,378.2,0.0,0.0,38.0,2.5,0,0.6,12.2,769311,478383,2017,6417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01,17,0,29,129,0,0.0,,30,8,644,80,630,70,190,8,,,,,,,0.0,2.88,0.0,0.0,1.35,1.71,424,25,148,13,144,16,72,12,1.0,0.29
Nick Pope,Newcastle,GKP,5.1,55,0,4.6,4.8,0,1,1066,5,13,0,0,0,39,1,0,3,311.2,0.0,0.0,31.1,0.5,1,0.1,10.8,1338445,1348118,149,9329,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,12.48,12,1,22,113,0,0.0,Groin Injury - 75% chance of playing,72,13,740,86,732,81,233,13,,,,,,,0.0,3.29,0.0,0.0,1.05,1.1,227,6,345,22,39,3,80,14,1.01,0.42
Ollie Watkins,Aston Villa,FWD,8.5,55,5,3.2,7.5,3,2,1267,5,16,0,0,0,0,0,0,5,179.8,154.5,396.0,72.9,4.7,1,0.6,6.5,879984,2972770,3097,17198,-0.5,0.5,0.0,0.0,4.8,0.67,5.47,19.61,15,8,10,24,42,2.98,,185,14,109,5,9,6,48,10,,,,,3.0,,0.34,0.0,0.05,0.39,1.39,1.14,11,5,39,6,152,12,56,10,1.07,0.36
Adam Wharton,Crystal Palace,MID,5.0,55,3,3.7,0.8,0,3,1208,5,18,0,0,0,0,2,0,4,215.0,320.2,63.0,59.8,4.8,0,1.0,11.0,112120,89434,6016,1638,0.0,0.0,0.0,0.0,0.76,3.03,3.78,17.86,15,30,37,74,141,10.5,,151,59,30,29,226,126,86,52,3.0,,,,,,0.06,0.0,0.23,0.29,1.33,1.34,269,164,27,14,100,42,203,69,1.12,0.37
Calvin Bassey,Fulham,DEF,4.5,55,0,3.4,0.5,1,0,1358,3,25,0,0,0,0,3,0,6,335.2,74.1,54.0,46.5,4.5,0,1.0,12.2,89659,95622,94,2425,0.0,0.0,0.0,0.0,0.91,0.18,1.09,20.78,15,31,89,66,120,7.95,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,53,25,218,59,247,74,144,52,,,,,,,0.06,0.0,0.01,0.07,1.38,1.66,413,83,40,14,120,44,257,97,0.99,0.2
Pedro Pedro Porro,Spurs,DEF,5.3,54,1,3.2,13.1,0,2,1325,5,17,0,0,0,0,4,0,2,291.0,338.2,55.0,68.6,1.3,1,0.2,10.2,1295992,2371159,2544,18510,-0.2,0.2,0.0,0.0,0.25,1.95,2.2,18.17,15,27,72,61,99,6.72,,88,39,24,1,246,73,60,11,3.0,,2.0,,,,0.02,0.0,0.13,0.15,1.23,1.15,198,29,258,88,151,56,29,9,1.02,0.34
Mateus Gonçalo M.Fernandes,West Ham,MID,5.5,54,2,3.6,0.1,2,1,1144,2,21,0,0,0,0,1,0,2,277.2,266.3,64.0,60.9,4.3,0,0.8,9.8,19519,10175,2034,228,0.0,0.0,0.0,0.0,0.94,0.93,1.87,18.09,14,36,37,63,136,10.7,,98,31,41,35,225,125,85,51,4.0,,,,,,0.07,0.0,0.07,0.14,1.42,1.65,151,95,47,20,109,47,456,150,1.1,0.16
Mikel Merino,Arsenal,MID,6.0,53,1,3.3,3.6,3,3,759,3,7,0,0,0,0,0,0,4,233.6,123.6,160.0,51.4,5.0,1,0.8,8.8,779010,425309,6776,31080,0.0,0.0,0.0,0.0,2.14,0.88,3.02,4.81,8,18,20,40,78,9.25,,134,50,147,102,86,53,113,62,,,,,,,0.25,0.0,0.1,0.35,0.57,0.83,88,58,25,12,141,64,97,31,0.95,0.36
Lucas Digne,Aston Villa,DEF,4.5,53,1,3.3,1.8,0,3,1002,5,8,0,0,0,0,2,0,1,190.0,223.4,78.0,48.9,1.8,0,0.4,11.8,242043,255100,1401,3120,0.0,0.0,0.0,0.0,0.36,1.48,1.84,13.62,12,17,36,38,53,4.76,,176,72,67,15,193,43,131,47,2.0,,2.0,,,,0.03,0.0,0.13,0.16,1.22,0.72,398,75,198,71,130,49,141,55,1.08,0.45
Jordan Henderson,Brentford,MID,5.0,53,0,3.3,0.5,1,3,1218,3,19,0,0,0,0,3,0,5,248.6,244.3,37.0,52.9,4.0,0,0.8,10.6,78609,60754,1466,1944,0.0,0.0,0.0,0.0,0.33,1.25,1.58,17.03,14,17,38,61,116,8.57,,123,44,53,43,278,147,105,61,,,,,,,0.02,0.0,0.09,0.11,1.26,1.4,240,148,61,28,136,60,254,87,1.03,0.22
Malick Thiaw,Newcastle,DEF,5.0,53,1,3.8,2.7,2,0,1172,2,20,0,0,0,0,2,0,4,348.0,27.2,140.0,51.6,4.5,1,0.9,10.6,455147,144524,7061,7662,0.0,0.0,0.0,0.0,1.22,0.39,1.61,17.32,13,15,110,48,125,9.6,,41,20,324,109,105,15,111,37,,,,,,,0.09,0.0,0.03,0.12,1.33,1.54,261,41,41,15,90,34,110,43,1.0,0.15
Nathan Collins,Brentford,DEF,4.9,53,8,3.1,1.6,0,0,1456,3,24,1,0,0,0,4,0,2,398.0,65.4,157.0,62.2,3.5,0,0.7,10.8,167130,169344,1689,2086,-0.1,0.1,0.0,0.0,1.06,0.83,1.89,21.35,16,17,159,71,176,10.88,,24,10,239,68,89,9,80,19,,,,,,,0.07,0.0,0.05,0.12,1.32,1.48,316,55,92,35,161,65,151,60,0.99,0.19
Boubacar Kamara,Aston Villa,MID,4.9,53,2,3.5,0.6,1,3,1157,4,13,0,0,0,0,4,0,7,273.8,179.9,49.0,50.4,5.0,0,1.0,10.8,90314,41659,4085,1818,-0.1,0.1,0.0,0.0,0.28,0.62,0.89,16.27,14,31,36,51,118,9.18,,103,32,85,61,257,138,123,65,,,,,,,0.02,0.0,0.05,0.07,1.27,1.01,309,189,24,11,113,50,233,82,1.09,0.31
Rayan Cherki,Man City,MID,6.5,53,4,4.4,8.0,1,7,549,3,5,0,0,0,0,1,0,8,237.8,369.1,140.0,74.8,5.5,1,0.8,8.2,1136827,1122785,66414,9062,0.0,0.0,0.0,0.0,1.02,3.11,4.13,7.72,7,8,6,29,43,7.05,,130,48,18,18,108,64,46,34,2.0,,4.0,,,,0.17,0.0,0.51,0.68,1.27,0.82,55,36,14,7,57,23,52,19,1.15,0.49
Ismaïla Sarr,Crystal Palace,MID,6.4,52,0,4.3,2.4,3,1,1009,6,9,0,0,0,0,1,0,6,200.8,152.3,214.0,56.8,1.0,1,0.2,8.1,2222720,2544251,47,8685,-0.1,0.1,0.0,0.0,4.07,0.56,4.62,14.32,12,10,25,38,73,6.51,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,164,65,113,82,65,39,93,57,,,,,,,0.36,0.0,0.05,0.41,1.28,0.8,62,39,300,139,63,27,119,39,1.07,0.54
Sepp Van den Berg,Brentford,DEF,4.5,52,7,3.1,1.3,0,0,1530,3,25,0,0,0,0,1,0,0,341.4,31.7,173.0,54.7,3.0,0,0.7,11.6,189755,94149,2094,1371,0.0,0.0,0.0,0.0,1.86,0.2,2.06,22.42,17,12,142,56,154,9.06,,44,21,311,102,79,7,100,27,,,,,,,0.11,0.0,0.01,0.12,1.32,1.47,421,86,120,44,159,63,163,66,1.0,0.18
Chemsdine Talbi,Sunderland,MID,5.0,51,0,3.2,0.2,2,2,881,5,8,0,0,0,0,0,0,5,128.4,126.7,123.0,37.3,2.8,0,0.6,10.2,55473,63237,21,751,0.0,0.0,0.0,0.0,1.19,0.49,1.67,13.55,9,7,11,35,53,5.41,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,234,102,141,99,122,72,195,99,,,,,,,0.12,0.0,0.05,0.17,1.38,0.82,275,170,130,61,150,68,387,130,0.92,0.51
Keane Lewis-Potter,Brentford,DEF,4.8,51,21,3.4,0.7,2,1,640,4,12,0,0,0,0,1,0,3,154.8,97.0,117.0,36.8,5.0,1,1.0,10.6,66870,44565,34077,524,-0.2,0.2,0.0,0.0,0.92,0.69,1.61,10.81,7,10,20,23,30,4.22,,214,88,177,44,132,23,199,66,,,,,,,0.13,0.0,0.1,0.23,1.52,1.69,352,62,22,8,122,46,224,83,0.98,0.56
Jake O'Brien,Everton,DEF,4.9,51,2,3.0,0.4,0,1,1398,5,19,0,0,0,0,1,0,1,227.6,138.4,71.0,43.9,3.8,0,0.8,10.4,45351,68189,1315,309,-0.1,0.1,0.0,0.0,0.58,0.41,0.99,23.81,15,23,72,45,95,6.12,,141,58,125,29,202,48,158,55,,,,,,,0.04,0.0,0.03,0.07,1.53,1.22,329,57,72,28,177,69,266,101,0.97,0.32
Lucas L.Paquetá,West Ham,MID,5.9,51,2,3.4,1.4,3,1,1288,2,30,0,0,0,0,5,1,5,300.4,342.4,152.0,79.4,1.0,0,0.2,8.6,674530,713520,3530,1637,-0.1,0.1,0.0,0.0,1.94,1.67,3.61,19.99,15,31,27,66,124,8.66,,85,26,23,23,95,58,38,29,3.0,,2.0,,1.0,,0.14,0.0,0.12,0.26,1.4,2.1,98,65,297,137,125,56,154,50,1.05,0.14
Matheus Cunha,Man Utd,MID,7.9,51,9,3.6,4.7,3,1,1029,2,17,0,0,0,0,0,0,4,266.2,250.9,366.0,88.4,4.2,0,0.5,6.5,1206025,1651901,30746,2957,-0.1,0.1,0.0,0.0,4.23,1.59,5.82,15.47,12,16,16,55,87,7.61,,112,38,49,40,15,7,28,22,,,,,,,0.37,0.0,0.14,0.51,1.35,1.49,16,11,56,25,111,49,81,27,1.05,0.17
Kevin Schade,Brentford,MID,7.0,50,3,3.1,0.8,3,2,1323,4,17,0,0,1,0,5,0,2,245.8,207.1,363.0,81.7,1.7,0,0.2,7.1,267775,222492,1557,2914,0.0,0.0,0.0,0.0,3.87,1.0,4.87,16.51,15,22,32,47,101,6.87,,127,47,74,55,18,10,34,25,,,,,3.0,,0.26,0.0,0.07,0.33,1.12,1.16,40,24,230,106,170,75,207,73,1.02,0.27
